Author,Species,Plant_taxonomy,Plant_type,Longitude,Latitude,Elevation,Measurement_year,Vcmax_reported,Jmax_reported ,Vcmax_25C,Jmax_25C,Leaf_N ,Leaf_P,SLA,Needle_age,Treatment_CO2,Treatment_N,Treatment_P,Treatment_light,Treatment_other,Treatment_other_levels,Measurement_temperature,Photosynthetic_reference,Kinetic_reference,Km,Kc,Ko,Tau,Gamma_star,Wj_reference,J_reference,J_flag,Irradiance,Alpha,Theta,O2_reported,Notes
Domingues et al 2010,Vitex granifolia,A,E,-1.70,7.72,200,2006,95.35,138.80,44.75,96.76,2.21,0.14,0.007,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,32.56,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Terminalia glaucescens,A,D,-1.70,7.72,200,2006,106.17,96.23,42.49,62.58,2.42,0.19,0.007,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,34.73,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Combretum glutinosum,A,D,-1.50,15.34,300,2006,149.23,121.93,58.63,79.33,2.29,0.15,0.007,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,34.9,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Terminalia avicennioides,A,D,-1.86,9.30,370,2006,152.24,176.93,57.59,115.78,2.06,0.13,0.007,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,35.39,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Maytenus senegalensis,A,D,-1.86,9.30,370,2006,97.50,116.58,35.87,74.66,1.60,0.13,0.007,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,35.81,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Detarium senegalense,A,D,-1.70,7.72,200,2006,130.20,138.62,43.04,89.41,2.41,0.14,0.007,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,37.87,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Combretum glutinosum,A,D,-1.17,12.73,250,2006,150.71,163.75,62.73,109.67,2.35,0.16,0.008,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,34.13,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Vitellaria paradoxa,A,SD,-1.18,7.30,170,2006,93.38,116.80,37.16,76.13,1.97,0.17,0.008,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,34.85,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Vittelaria paradoxa,A,SD,-3.15,10.94,300,2006,119.69,142.43,46.76,92.99,1.65,0.11,0.008,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,34.98,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Vitellaria paradoxa,A,SD,-1.17,12.73,250,2006,161.04,184.19,62.56,121.60,2.36,0.12,0.008,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,35.12,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Terminalia glaucescens,A,D,-1.18,7.30,170,2006,129.46,160.51,50.06,105.03,2.17,0.18,0.008,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,35.27,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Combretum ghasalense,A,SD,-3.15,10.94,370,2006,113.04,137.50,42.11,88.68,1.72,0.11,0.008,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,35.62,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Parinari congoensis,A,E,-1.70,7.72,200,2006,72.11,111.49,36.03,79.43,1.94,0.14,0.009,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,31.77,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Cola gigantea,A,D,-1.70,7.72,200,2006,69.94,81.98,30.22,54.55,2.28,0.18,0.009,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,33.66,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Parinari polyandra,A,SD,-1.18,7.30,170,2006,87.59,110.71,35.33,72.35,2.15,0.13,0.009,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,34.65,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Vitellaria paradoxa,A,SD,-1.86,9.30,370,2006,88.52,115.09,34.54,74.64,1.46,0.09,0.009,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,34.92,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Lannea acida,A,D,-1.17,12.73,250,2006,128.93,153.82,50.71,100.91,1.88,0.11,0.009,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,34.93,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Daniellia oliveri,A,D,-3.15,10.94,300,2006,151.88,162.57,58.82,106.50,1.67,0.11,0.009,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,35.11,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Lannea kersiingii,A,D,-1.18,7.30,170,2006,76.47,93.38,29.85,60.29,1.68,0.21,0.009,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,35.13,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Watanabe et al 2011,Larix gmelinii x kaempferi,G,D,141.00,43.00,180,2008,21.50,42.60,18.15,34.84,0.97,0.05,0.010,<1,ele,high,not applicable,not applicable,not applicable,not applicable,25,not applicable,Bauer et al 2001,0,0,0,0,0,Von Caemmerer and Farquhar 1981,not applicable,yes,1600,0,0,0,
Watanabe et al 2011,Larix gmelinii x kaempferi,G,D,141.00,43.00,180,2008,24.50,45.90,20.68,37.56,0.98,0.04,0.010,<1,ele,high,not applicable,not applicable,not applicable,not applicable,25,not applicable,Bauer et al 2001,0,0,0,0,0,Von Caemmerer and Farquhar 1981,not applicable,yes,1600,0,0,0,
Domingues et al 2010,Antiaris africana,A,D,-1.70,7.72,200,2006,56.96,74.14,34.02,57.42,2.51,0.11,0.010,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,29.59,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Cochlospermum planchoni,A,D,-3.15,10.94,300,2006,148.45,174.05,58.56,115.01,1.42,0.10,0.010,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,34.84,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Lannea acida,A,D,-1.86,9.30,370,2006,102.00,129.41,37.67,83.17,1.43,0.13,0.010,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,35.75,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Lannea acida,A,D,-1.70,7.72,200,2006,74.84,91.08,27.91,58.23,1.75,0.11,0.010,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,35.79,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Watanabe et al 2011,Larix gmelinii x kaempferi,G,D,141.00,43.00,180,2008,33.50,62.20,28.28,51.10,1.05,0.05,0.011,<1,amb,low,not applicable,not applicable,not applicable,not applicable,25,not applicable,Bauer et al 2001,0,0,0,0,0,Von Caemmerer and Farquhar 1981,not applicable,yes,1600,0,0,0,
Watanabe et al 2011,Larix gmelinii x kaempferi,G,D,141.00,43.00,180,2008,33.70,72.60,28.45,59.84,1.20,0.06,0.011,<1,amb,low,not applicable,not applicable,not applicable,not applicable,25,not applicable,Bauer et al 2001,0,0,0,0,0,Von Caemmerer and Farquhar 1981,not applicable,yes,1600,0,0,0,
Domingues et al 2010,Khaya anthotheca,A,SD,-1.70,7.72,200,2006,56.16,92.20,25.97,63.15,1.84,0.11,0.011,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,32.76,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Daniella oliveri,A,D,-1.18,7.30,170,2006,81.51,104.16,36.42,70.47,1.82,0.11,0.011,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,33.24,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Anoggeissus leiocarpus,A,D,-1.18,7.30,170,2006,93.74,130.66,40.25,87.58,1.31,0.22,0.011,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,33.78,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Lannea acida,A,D,-3.15,10.94,300,2006,120.76,150.19,47.10,98.22,1.35,0.08,0.011,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,35.01,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Ficus saussureana,A,SD,-1.70,7.72,200,2006,67.67,93.96,36.95,69.67,1.56,0.10,0.012,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,30.67,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Cochlospermum planchoni,A,D,-3.15,10.94,300,2006,162.20,165.66,63.29,108.84,1.45,0.11,0.012,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,35,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Anogeissus leiocarpus,A,D,-1.70,7.72,200,2006,111.10,127.78,42.85,82.84,1.44,0.15,0.012,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,35.28,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Blighia sapida,A,SD,-1.70,7.72,200,2006,48.47,75.12,23.81,52.69,1.93,0.10,0.013,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,31.98,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Albizia ferruginea,A,D,-1.70,7.72,200,2006,46.72,77.95,22.79,54.52,2.40,0.09,0.013,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,32.07,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Acacia dudgeoni,A,D,-1.17,12.73,250,2006,133.96,152.59,55.71,101.82,2.27,0.10,0.013,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,34.14,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Triplochiton scleroxylon,A,D,-2.45,7.14,25,2006,70.86,103.05,40.90,78.56,2.32,0.13,0.014,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,30.14,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Trilepsium madagascariense,A,E,-1.70,7.72,200,2006,54.38,67.77,27.35,48.02,1.55,0.15,0.014,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,31.68,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Corynanthe pachycaras,A,E,-2.45,7.14,25,2006,45.35,61.38,22.75,43.26,1.78,0.06,0.014,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,31.87,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Combretum micranthum,A,D,-1.17,12.73,250,2006,126.76,141.55,54.43,95.25,2.07,0.12,0.014,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,33.7,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Acacia gourmaensis,A,D,-1.17,12.73,250,2006,144.37,148.86,56.19,97.25,1.93,0.11,0.014,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,35.09,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Cola caricifolia,A,E,-1.70,7.72,200,2006,66.93,77.29,32.35,53.83,2.06,0.13,0.015,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,32.19,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Adansonia digitata,A,D,-1.70,7.72,200,2006,83.18,130.88,37.16,89.14,1.49,0.17,0.015,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,33.21,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Pterocarpus erinaceus,A,D,-1.18,7.30,170,2006,80.31,103.58,34.04,68.69,1.69,0.13,0.015,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,33.96,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Acacia senegal,A,D,-1.50,15.34,280,2006,172.36,176.42,67.57,116.45,3.06,0.16,0.015,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,34.95,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Pyncanthus angloensis,A,E,-1.70,7.72,200,2006,76.27,99.91,35.01,68.32,1.79,0.09,0.016,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,32.86,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Bosqueia angloensis,A,SD,-1.70,7.72,200,2006,60.79,66.98,26.95,44.91,1.27,0.07,0.016,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,33.31,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Anogeissus leiocarpus,A,D,-1.17,12.73,250,2006,107.73,123.75,45.25,82.23,1.25,0.09,0.016,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,34,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Nesogordonia papaveriferum,A,SD,-2.45,7.14,25,2006,41.65,60.81,26.70,48.64,1.66,0.07,0.017,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,28.9,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Holarrhena floribunda,A,SD,-1.70,7.72,200,2006,53.87,95.21,26.18,66.70,1.66,0.12,0.017,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,32.12,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Anogeissus leiocarpus,A,D,-1.70,7.72,200,2006,67.93,113.17,30.89,77.30,1.40,0.10,0.017,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,32.98,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Holarrhena floribunda,A,SD,-1.70,7.72,200,2006,85.62,112.71,38.32,76.48,1.35,0.11,0.018,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,33.19,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Hymenostegia afzelii,A,E,-2.45,7.14,25,2006,33.66,47.52,19.89,36.30,1.76,0.08,0.019,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,29.86,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Chromolaena odorata,A,D,-1.18,7.30,170,2006,126.82,132.17,44.44,84.70,1.06,0.09,0.026,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,36.84,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
